student_id,course_id,gender,enrollment_reason,enrollment_status,subject,semester,section,int,uv,percomp,tv,sum_discussion_posts,sum_n_words,passing_grade,gradebook_item,item_position,gradebook_type,gradebook_date,grade_category,status,points_earned,points_attempted,points_possible,last_access_date
88979,AnPhA-S216-02,F,Scheduling Conflict,Dropped,AnPhA,S216,02,5,5,5,5,NA,NA,NA,3.4: Skin Twin - Discussion Board,26,N,NULL,Hw,NA,NA,0,10,18:04:00
88979,AnPhA-S216-02,F,Scheduling Conflict,Dropped,AnPhA,S216,02,5,5,5,5,NA,NA,NA,Unit 3 Assessment: UV Exposure Lab,27,N,NULL,Hw,NA,NA,0,30,18:04:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,0.1: Message Your Instructor,8,N,27:22.3,NA,NA,5,0,5,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,0.2: Intro Assignment - Discussion Board,9,N,38:31.5,Hw,NA,5,0,5,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,0.3: Intro Assignment - Submitting Files,10,N,58:46.6,Hw,NA,5,0,5,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,1.1: Quiz,11,N,34:09.9,Qz,NA,10,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,1.2: Quiz,12,N,49:18.1,Qz,NA,10,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,1.3: Create a Living Creature,13,N,38:41.1,Hw,NA,9.38,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,1.3: Create a Living Creature - Discussion Board,14,N,46:51.3,Hw,NA,10,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,1.4: Negative Feedback Loop Flowchart,15,N,10:34.5,Hw,NA,9.13,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,1.5: Quiz,16,N,17:32.2,Qz,NA,10,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,Unit 1 Assessment: Pickle Autopsy Lab,17,N,07:53.3,Hw,NA,30,0,30,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,PROGRESS CHECK 1 @ 02-18-16,18,P,NULL,NA,NA,103.51,105,105,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,2.1: Types of Membranes,19,N,13:42.8,Hw,NA,10,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,2.2 - 2.3: Quiz,20,N,55:35.2,Qz,NA,9,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,2.4 - 2.5 Quiz,21,N,56:17.8,Qz,NA,10,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,2.6: Quiz,22,N,57:24.2,Qz,NA,9,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,Unit 2 Assessment: Test,23,N,18:09.6,Qz,NA,28,0,30,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,3.1: Models of the Integumentary System,24,N,39:45.6,Hw,NA,10,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,3.2 - 3.3: Quiz,25,N,31:58.3,Qz,NA,10,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,3.4: Skin Twin - Discussion Board,26,N,34:14.8,Hw,NA,8.5,0,10,35:34:00
91164,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,Unit 3 Assessment: UV Exposure Lab,27,N,NULL,Hw,NA,NA,0,30,35:34:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,0.1: Message Your Instructor,8,N,NULL,NA,NA,NA,0,5,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,0.2: Intro Assignment - Discussion Board,9,N,47:42.3,Hw,NA,2.5,0,5,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,0.3: Intro Assignment - Submitting Files,10,N,03:51.7,Hw,NA,5,0,5,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,1.1: Quiz,11,N,49:38.5,Qz,NA,10,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,1.2: Quiz,12,N,49:54.6,Qz,NA,7.2,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,1.3: Create a Living Creature,13,N,NULL,Hw,NA,NA,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,1.3: Create a Living Creature - Discussion Board,14,N,NULL,Hw,NA,NA,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,1.4: Negative Feedback Loop Flowchart,15,N,NULL,Hw,NA,NA,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,1.5: Quiz,16,N,NULL,Qz,NA,NA,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,Unit 1 Assessment: Pickle Autopsy Lab,17,N,NULL,Hw,NA,NA,0,30,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,PROGRESS CHECK 1 @ 02-18-16,18,P,NULL,NA,NA,24.7,105,105,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,2.1: Types of Membranes,19,N,NULL,Hw,NA,NA,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,2.2 - 2.3: Quiz,20,N,NULL,Qz,NA,NA,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,2.4 - 2.5 Quiz,21,N,NULL,Qz,NA,NA,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,2.6: Quiz,22,N,NULL,Qz,NA,NA,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,Unit 2 Assessment: Test,23,N,NULL,Qz,NA,NA,0,30,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,3.1: Models of the Integumentary System,24,N,NULL,Hw,NA,NA,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,3.2 - 3.3: Quiz,25,N,NULL,Qz,NA,NA,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,3.4: Skin Twin - Discussion Board,26,N,NULL,Hw,NA,NA,0,10,13:44:00
94219,AnPhA-S216-02,F,Learning Preference of the Student,Dropped,AnPhA,S216,02,4.6,4.333333333333333,3.5,4.428571428571429,NA,NA,NA,Unit 3 Assessment: UV Exposure Lab,27,N,NULL,Hw,NA,NA,0,30,13:44:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,0.1: Message Your Instructor,8,N,27:11.3,NA,NA,5,0,5,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,0.2: Intro Assignment - Discussion Board,9,N,46:42.7,Hw,NA,5,0,5,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,0.3: Intro Assignment - Submitting Files,10,N,26:11.2,Hw,NA,5,0,5,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,1.1: Quiz,11,N,41:16.7,Qz,NA,10,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,1.2: Quiz,12,N,05:15.1,Qz,NA,10,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,1.3: Create a Living Creature,13,N,45:55.3,Hw,NA,10,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,1.3: Create a Living Creature - Discussion Board,14,N,48:36.4,Hw,NA,10,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,1.4: Negative Feedback Loop Flowchart,15,N,17:56.9,Hw,NA,10,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,1.5: Quiz,16,N,11:04.7,Qz,NA,10,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,Unit 1 Assessment: Pickle Autopsy Lab,17,N,07:07.3,Hw,NA,30,0,30,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,PROGRESS CHECK 1 @ 02-18-16,18,P,NULL,NA,NA,105,105,105,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,2.1: Types of Membranes,19,N,19:17.4,Hw,NA,10,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,2.2 - 2.3: Quiz,20,N,38:58.1,Qz,NA,9,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,2.4 - 2.5 Quiz,21,N,01:16.6,Qz,NA,7,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,2.6: Quiz,22,N,41:50.3,Qz,NA,10,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,Unit 2 Assessment: Test,23,N,16:00.6,Qz,NA,27,0,30,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,3.1: Models of the Integumentary System,24,N,02:27.6,Hw,NA,10,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,3.2 - 3.3: Quiz,25,N,45:46.6,Qz,NA,10,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,3.4: Skin Twin - Discussion Board,26,N,41:14.3,Hw,NA,10,0,10,54:34:00
94542,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,0,Unit 3 Assessment: UV Exposure Lab,27,N,NULL,Hw,NA,NA,0,30,54:34:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,0.1: Message Your Instructor,8,N,26:17.0,NA,NA,5,0,5,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,0.2: Intro Assignment - Discussion Board,9,N,31:17.0,Hw,NA,5,0,5,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,0.3: Intro Assignment - Submitting Files,10,N,53:17.3,Hw,NA,5,0,5,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,1.1: Quiz,11,N,37:26.4,Qz,NA,10,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,1.2: Quiz,12,N,56:45.0,Qz,NA,10,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,1.3: Create a Living Creature,13,N,43:48.4,Hw,NA,9,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,1.3: Create a Living Creature - Discussion Board,14,N,47:29.4,Hw,NA,10,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,1.4: Negative Feedback Loop Flowchart,15,N,41:05.5,Hw,NA,6.88,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,1.5: Quiz,16,N,22:12.5,Qz,NA,9,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,Unit 1 Assessment: Pickle Autopsy Lab,17,N,24:54.7,Hw,NA,30,0,30,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,PROGRESS CHECK 1 @ 02-18-16,18,P,NULL,NA,NA,99.88,105,105,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,2.1: Types of Membranes,19,N,01:03.4,Hw,NA,10,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,2.2 - 2.3: Quiz,20,N,07:06.6,Qz,NA,9,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,2.4 - 2.5 Quiz,21,N,45:10.1,Qz,NA,7,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,2.6: Quiz,22,N,57:51.2,Qz,NA,10,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,Unit 2 Assessment: Test,23,N,58:00.6,Qz,NA,29,0,30,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,3.1: Models of the Integumentary System,24,N,13:30.2,Hw,NA,10,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,3.2 - 3.3: Quiz,25,N,38:46.3,Qz,NA,9,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,3.4: Skin Twin - Discussion Board,26,N,03:03.7,Hw,NA,10,0,10,58:12:00
94550,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4,5,NA,NA,1,Unit 3 Assessment: UV Exposure Lab,27,N,36:25.9,Hw,NA,30,0,30,58:12:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,0.1: Message Your Instructor,8,N,27:56.6,NA,NA,5,0,5,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,0.2: Intro Assignment - Discussion Board,9,N,59:48.7,Hw,NA,5,0,5,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,0.3: Intro Assignment - Submitting Files,10,N,41:32.8,Hw,NA,5,0,5,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,1.1: Quiz,11,N,39:55.2,Qz,NA,10,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,1.2: Quiz,12,N,32:58.8,Qz,NA,8,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,1.3: Create a Living Creature,13,N,04:21.1,Hw,NA,10,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,1.3: Create a Living Creature - Discussion Board,14,N,06:13.1,Hw,NA,10,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,1.4: Negative Feedback Loop Flowchart,15,N,14:44.4,Hw,NA,10,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,1.5: Quiz,16,N,07:43.5,Qz,NA,8,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,Unit 1 Assessment: Pickle Autopsy Lab,17,N,00:17.8,Hw,NA,27.75,0,30,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,PROGRESS CHECK 1 @ 02-18-16,18,P,NULL,NA,NA,98.75,105,105,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,2.1: Types of Membranes,19,N,39:21.8,Hw,NA,10,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,2.2 - 2.3: Quiz,20,N,29:22.1,Qz,NA,9,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,2.4 - 2.5 Quiz,21,N,15:23.9,Qz,NA,8,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,2.6: Quiz,22,N,04:49.0,Qz,NA,7,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,Unit 2 Assessment: Test,23,N,52:29.2,Qz,NA,26,0,30,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,3.1: Models of the Integumentary System,24,N,14:02.4,Hw,NA,10,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,3.2 - 3.3: Quiz,25,N,07:10.7,Qz,NA,8,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,3.4: Skin Twin - Discussion Board,26,N,04:22.4,Hw,NA,10,0,10,53:43:00
94898,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,5,4.5,5,NA,NA,1,Unit 3 Assessment: UV Exposure Lab,27,N,58:13.8,Hw,NA,30,0,30,53:43:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,0.1: Message Your Instructor,8,N,28:08.4,NA,NA,5,0,5,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,0.2: Intro Assignment - Discussion Board,9,N,44:53.8,Hw,NA,5,0,5,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,0.3: Intro Assignment - Submitting Files,10,N,22:42.4,Hw,NA,5,0,5,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,1.1: Quiz,11,N,38:16.6,Qz,NA,10,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,1.2: Quiz,12,N,16:35.4,Qz,NA,9,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,1.3: Create a Living Creature,13,N,12:58.1,Hw,NA,10,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,1.3: Create a Living Creature - Discussion Board,14,N,04:22.2,Hw,NA,10,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,1.4: Negative Feedback Loop Flowchart,15,N,24:06.2,Hw,NA,9.5,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,1.5: Quiz,16,N,26:00.9,Qz,NA,6.875,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,Unit 1 Assessment: Pickle Autopsy Lab,17,N,NULL,Hw,NA,NA,0,30,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,PROGRESS CHECK 1 @ 02-18-16,18,P,NULL,NA,NA,70.375,105,105,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,2.1: Types of Membranes,19,N,28:10.7,Hw,NA,10,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,2.2 - 2.3: Quiz,20,N,41:35.9,Qz,NA,9,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,2.4 - 2.5 Quiz,21,N,00:17.0,Qz,NA,5,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,2.6: Quiz,22,N,56:34.4,Qz,NA,6,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,Unit 2 Assessment: Test,23,N,19:49.0,Qz,NA,19,0,30,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,3.1: Models of the Integumentary System,24,N,55:08.3,Hw,NA,10,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,3.2 - 3.3: Quiz,25,N,17:48.0,Qz,NA,9,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,3.4: Skin Twin - Discussion Board,26,N,16:04.2,Hw,NA,7,0,10,25:00:00
94903,AnPhA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S216,02,4.4,4.333333333333333,3.5,4.285714285714286,NA,NA,0,Unit 3 Assessment: UV Exposure Lab,27,N,53:24.2,Hw,NA,30,0,30,25:00:00
95017,AnPhA-S216-02,F,Other,Approved/Enrolled,AnPhA,S216,02,5,3.6666666666666665,4,4.428571428571429,NA,NA,1,0.1: Message Your Instructor,8,N,28:45.9,NA,NA,5,0,5,07:02:00
