ITEST_id,SY ASSISTments Usage,AveKnow,AveCarelessness,AveCorrect.x,NumActions,AveResBored,AveResEngcon,AveResConf,AveResFrust,AveResOfftask,AveResGaming,timeTaken,correct,original,hint,hintCount,hintTotal,scaffold,bottomHint,attemptCount,problemType,frIsHelpRequest,frPast5HelpRequest,frPast8HelpRequest,stlHintUsed,past8BottomOut,totalFrPercentPastWrong,totalFrPastWrongCount,frPast5WrongCount,frPast8WrongCount,totalFrTimeOnSkill,timeSinceSkill,frWorkingInSchool,totalFrAttempted,totalFrSkillOpportunities,responseIsFillIn,responseIsChosen,endsWithScaffolding,endsWithAutoScaffolding,frTimeTakenOnScaffolding,frTotalSkillOpportunitiesScaffolding,totalFrSkillOpportunitiesByScaffolding,frIsHelpRequestScaffolding,timeGreater5Secprev2wrong,sumRight,helpAccessUnder2Sec,timeGreater10SecAndNextActionRight,consecutiveErrorsInRow,sumTime3SDWhen3RowRight,sumTimePerSkill,totalTimeByPercentCorrectForskill,timeOver80,manywrong,confidence(BORED),confidence(CONCENTRATING),confidence(CONFUSED),confidence(FRUSTRATED),confidence(OFF TASK),confidence(GAMING),RES_BORED,RES_CONCENTRATING,RES_CONFUSED,RES_FRUSTRATED,RES_OFFTASK,RES_GAMING,Ln-1,Ln,SchoolId,MCAS,isSTEM
2816,2004-2005,0.393610492,0.229231027,0.472553699,1257,0.218780343,0.673898164,0.088683006,0.148636348,0.142930365,0.143850639,274,0,1,1,1,1,0,0,1,noprobtype,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,1,0,0.680981595,0.192131294,0,0,0.916666667,0.008521819,0.505312886,0.262674671,0,0,0.88921916,0.000264198,0.181,0.064493312,4,42,1
2819,2004-2005,0.166133428,0.096014843,0.370681606,1071,0.212842444,0.666621567,0.11794957,0.118258848,0.140357939,0.321264182,67.99999952,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67.99999952,67.99999952,0,0,0.355694228,0.414318461,0,0.091463415,0.833333333,0.186970488,0.156026644,0.5664406,0,0.009561398,0.778438321,0.005796569,0.212,0.482958071,4,29,0
2842,2004-2005,0.287235863,0.159683845,0.454918033,488,0.240567919,0.678452425,0.104295895,0.148576021,0.185770858,0.066881569,8,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0.355694228,0.923498605,0,0,0.6,0.000232,0.156026644,0.948961015,0,0,0.46825197,7.18E-06,0.116,0.033305768,2,38,0
2882,2004-2005,0.171269145,0.1066706,0.39658444,527,0.253872288,0.626971352,0.167042345,0.263372969,0.164219608,0.096094953,9,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.234,0.11937599,2,20,1
2902,2004-2005,0.187413501,0.105098369,0.414141414,396,0.20909896,0.657036175,0.078236609,0.118756695,0.137935222,0.230827671,153.9999995,0,1,0,0,0,0,0,1,noprobtype,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.9999995,0,1,0,0.680981595,0.192131294,0.378151261,0,0.916666667,0.186970488,0.505312886,0.262674671,0.060808049,0,0.88921916,0.005796569,0.273,0.088811105,4,-999,0
2924,2004-2005,0.264709374,0.178194548,0.401037165,1157,0.231220127,0.676652215,0.114271563,0.17793659,0.201344663,0.120929689,14.99999976,1,1,0,0,0,0,0,1,noprobtype,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.99999976,14.99999976,0,0,0.355694228,0.414318461,0,0.091463415,0.6,0.186970488,0.156026644,0.5664406,0,0.009561398,0.46825197,0.005796569,0.273,0.549362455,4,34,1
2955,2004-2005,0.491560641,0.251015218,0.562138728,692,0.259077994,0.640196314,0.095266505,0.147848931,0.223875074,0.052501648,5,1,1,0,0,0,0,0,1,noprobtype,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,0,0.355694228,0.414318461,0,0.091463415,0.6,0.186970488,0.156026644,0.5664406,0,0.009561398,0.46825197,0.005796569,0.273,0.549362455,2,39,0
2968,2004-2005,0.432144496,0.212622227,0.572901325,679,0.252330684,0.658503141,0.080139661,0.123240009,0.201932331,0.053917223,231.9999995,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.9999995,0,1,0,0.680981595,0.192131294,0.378151261,0,0.916666667,0.186970488,0.505312886,0.262674671,0.060808049,0,0.88921916,0.005796569,0.116,0.033305768,2,42,0
3061,2004-2005,0.189824131,0.097978601,0.368764846,1684,0.196944339,0.688214868,0.062009722,0.119483432,0.105072418,0.375295886,8.999999523,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.999999523,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.031,0.022011226,2,34,0
3069,2004-2005,0.348936725,0.225729972,0.411991435,2335,0.219880068,0.674148886,0.085618756,0.206607617,0.151242634,0.170423535,46,0,1,1,1,1,0,0,1,interfaceradioquestion1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.348,0.138588022,2,37,0
3207,2004-2005,0.126756646,0.061515466,0.305389222,501,0.260967049,0.646128041,0.063346675,0.104709046,0.206513318,0.083590164,177,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,1,0,0.680981595,0.192131294,0,0,0.916666667,0.008521819,0.505312886,0.262674671,0,0,0.88921916,0.000264198,0.105,0.052851355,4,36,0
3215,2004-2005,0.140285652,0.100057235,0.271812081,596,0.202718704,0.65577929,0.100013834,0.185092997,0.115069608,0.26584122,131,0,1,0,0,0,0,0,1,textfieldquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,1,0,0.680981595,0.192131294,0.378151261,0,0.916666667,0.186970488,0.505312886,0.262674671,0.060808049,0,0.88921916,0.005796569,0.095,0.040370132,4,31,1
3215,2004-2005,0.140285652,0.100057235,0.271812081,596,0.202718704,0.65577929,0.100013834,0.185092997,0.115069608,0.26584122,131,0,1,0,0,0,0,0,1,textfieldquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,1,0,0.680981595,0.192131294,0.378151261,0,0.916666667,0.186970488,0.505312886,0.262674671,0.060808049,0,0.88921916,0.005796569,0.095,0.040370132,4,31,1
3327,2004-2005,0.167243074,0.084965801,0.361173815,443,0.229470085,0.657366409,0.050273716,0.188797978,0.187390878,0.218017914,25.99999976,0,1,1,1,2,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.99999976,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.105,0.052851355,2,29,0
3345,2004-2005,0.267567822,0.136399472,0.401368301,877,0.231058584,0.671134725,0.106688907,0.113516086,0.152092575,0.167370946,14,0,1,1,1,1,0,0,1,noprobtype,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.253,0.088060356,2,38,0
3348,2004-2005,0.446843311,0.216901109,0.599458728,739,0.236443644,0.682048576,0.102378591,0.130623554,0.171202581,0.023368542,35,0,1,0,0,0,0,0,1,interfacetextfieldquestion1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.17,0.055464977,2,48,0
3371,2004-2005,0.131720968,0.063972927,0.294029851,1340,0.195522487,0.694163446,0.0541975,0.106292713,0.122364173,0.47944871,17.00000024,0,1,1,1,1,0,0,1,noprobtype,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.00000024,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.253,0.088060356,2,15,0
3390,2004-2005,0.159553578,0.095437448,0.315689981,529,0.243008581,0.63525574,0.123024871,0.143563659,0.180037032,0.126959415,17.00000024,0,1,1,1,1,0,0,1,noprobtype,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.00000024,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.253,0.088060356,4,15,1
3390,2004-2005,0.159553578,0.095437448,0.315689981,529,0.243008581,0.63525574,0.123024871,0.143563659,0.180037032,0.126959415,17.00000024,0,1,1,1,1,0,0,1,noprobtype,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.00000024,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.253,0.088060356,4,15,1
3405,2004-2005,0.229395602,0.126239699,0.428822496,569,0.238807826,0.649196211,0.117727081,0.142467532,0.164353682,0.112778693,14.99999976,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99999976,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.116,0.033305768,2,38,0
3408,2004-2005,0.223040233,0.145349461,0.350191571,1305,0.220086041,0.666992648,0.086767697,0.124502501,0.148112825,0.18238993,28.99999976,0,1,1,1,2,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.99999976,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.031,0.022011226,2,27,1
3413,2004-2005,0.181649546,0.11829762,0.375954198,524,0.222212689,0.645418747,0.171323651,0.119479253,0.150215608,0.147766425,74.99999976,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74.99999976,74.99999976,0,0,0.355694228,0.414318461,0,0.091463415,0.833333333,0.186970488,0.156026644,0.5664406,0,0.009561398,0.778438321,0.005796569,0.358,0.658389892,2,31,0
3483,2004-2005,0.141516868,0.08642044,0.273148148,864,0.214369821,0.677337927,0.066036898,0.102675725,0.138909409,0.340133602,86,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,1,0,0.597864769,0.192131294,0,0,0.838709677,0.008521819,0.37642746,0.262674671,0,0,0.785585472,0.000264198,0.081,0.057396488,4,22,1
3506,2004-2005,0.097564396,0.05375806,0.27012987,385,0.264005547,0.628081887,0.051527849,0.081869575,0.212487479,0.117958996,238.9999998,0,1,1,1,2,0,0,1,radioquestion,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.9999998,0,1,0,0.680981595,0.192131294,0,0,0.916666667,0.008521819,0.505312886,0.262674671,0,0,0.88921916,0.000264198,0.13,0.043682914,4,7,0
3521,2004-2005,0.182683627,0.100700318,0.375262055,477,0.272958896,0.628361163,0.105451821,0.112167527,0.21456272,0.064738905,54,0,1,0,0,0,0,0,1,textfieldquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.13,0.061190409,2,23,0
3545,2004-2005,0.073556906,0.057502822,0.292792793,222,0.24200491,0.667454899,0.059056908,0.143274519,0.184943219,0.165944761,19,0,1,0,0,0,0,0,1,noprobtype,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.181,0.064493312,2,-999,0
3687,2004-2005,0.270161303,0.146164881,0.42750533,938,0.207590538,0.682986652,0.079617665,0.116822183,0.138251672,0.25436597,61.00000048,1,1,0,0,0,0,0,1,textfieldquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61.00000048,61.00000048,0,0,0.355694228,0.414318461,0,0.091463415,0.833333333,0.186970488,0.156026644,0.5664406,0,0.009561398,0.778438321,0.005796569,0.031,0.131646093,2,53,0
3771,2004-2005,0.124236212,0.083955127,0.305232558,344,0.261824226,0.609640732,0.087783428,0.146404298,0.188455807,0.122880333,3,0,1,1,1,4,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.234,0.11937599,2,4,1
3778,2004-2005,0.147523314,0.08499388,0.324528302,1855,0.193380851,0.694463392,0.076988669,0.145650862,0.113127614,0.333892726,21.99999952,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.99999952,21.99999952,0,0,0.355694228,0.414318461,0,0.091463415,0.6,0.186970488,0.156026644,0.5664406,0,0.009561398,0.46825197,0.005796569,0.212,0.482958071,2,29,0
3867,2004-2005,0.462860414,0.253474719,0.501403181,1069,0.202613592,0.685523778,0.08313007,0.103427296,0.13149289,0.184664922,68.99999976,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68.99999976,68.99999976,0,0,0.355694228,0.414318461,0,0.091463415,0.833333333,0.186970488,0.156026644,0.5664406,0,0.009561398,0.778438321,0.005796569,0.031,0.131646093,2,52,1
3867,2004-2005,0.462860414,0.253474719,0.501403181,1069,0.202613592,0.685523778,0.08313007,0.103427296,0.13149289,0.184664922,68.99999976,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68.99999976,68.99999976,0,0,0.355694228,0.414318461,0,0.091463415,0.833333333,0.186970488,0.156026644,0.5664406,0,0.009561398,0.778438321,0.005796569,0.031,0.131646093,2,52,1
3890,2004-2005,0.249490306,0.155547135,0.393069307,1010,0.224628857,0.666254691,0.159467173,0.144979431,0.142278577,0.155434707,92,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92,92,1,0,0.355694228,0.260488133,0,0.091463415,0.833333333,0.186970488,0.156026644,0.356129567,0,0.009561398,0.778438321,0.005796569,0.212,0.482958071,2,39,1
3910,2004-2005,0.150951602,0.081134856,0.346416382,1172,0.216476999,0.667899836,0.129090182,0.173706997,0.138287436,0.210814285,32,0,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.212,0.065763861,2,19,1
3929,2004-2005,0.263766597,0.155275568,0.419962335,1062,0.205857727,0.693677628,0.089289027,0.095454301,0.132081956,0.173374267,33.00000024,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.00000024,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.123,0.05422669,2,46,1
3929,2004-2005,0.263766597,0.155275568,0.419962335,1062,0.205857727,0.693677628,0.089289027,0.095454301,0.132081956,0.173374267,33.00000024,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.00000024,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.123,0.05422669,2,46,1
3982,2004-2005,0.21729757,0.134322697,0.351580571,1297,0.203555655,0.701843519,0.08470197,0.099954313,0.229253562,0.38596548,13,0,1,1,1,1,0,0,1,noprobtype,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.13,0.061190409,4,44,0
4162,2004-2005,0.308397142,0.165564217,0.436928702,1094,0.231198251,0.681875707,0.092770761,0.092628687,0.139514032,0.112895729,24.99999952,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.99999952,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.358,0.152423154,2,36,0
4164,2004-2005,0.288279794,0.14545202,0.47689769,606,0.223878327,0.673992795,0.113042598,0.135346306,0.173101111,0.117395272,71.99999976,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71.99999976,71.99999976,0,0,0.355694228,0.414318461,0,0.091463415,0.833333333,0.186970488,0.156026644,0.5664406,0,0.009561398,0.778438321,0.005796569,0.253,0.5266067,2,42,0
4207,2004-2005,0.108392688,0.066003255,0.267206478,247,0.271316984,0.598498812,0.141217904,0.099426913,0.217462611,0.187477524,172.9999995,0,1,1,1,1,0,0,1,noprobtype,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.9999995,0,1,0,0.680981595,0.192131294,0,0,0.916666667,0.008521819,0.505312886,0.262674671,0,0,0.88921916,0.000264198,0.253,0.088060356,4,39,0
4209,2004-2005,0.187309682,0.10246748,0.329153605,1595,0.212952036,0.656320379,0.098485729,0.126371035,0.122520709,0.214543515,103.0000002,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,103.0000002,103.0000002,1,0,0.355694228,0.260488133,0,0.091463415,0.578947368,0.186970488,0.156026644,0.356129567,0,0.009561398,0.440265231,0.005796569,0.212,0.482958071,4,14,0
4241,2004-2005,0.25754569,0.128437061,0.409883721,1032,0.210605885,0.696042352,0.089358324,0.125285465,0.137785632,0.277717228,166.9999995,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,166.9999995,166.9999995,1,0,0.680981595,0.260488133,0,0.091463415,0.916666667,0.186970488,0.505312886,0.356129567,0,0.009561398,0.88921916,0.005796569,0.116,0.317766012,2,35,1
4286,2004-2005,0.200863803,0.096322196,0.40397351,151,0.244593062,0.656084819,0.122981306,0.077320077,0.212539411,0.01701152,133.9999998,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133.9999998,133.9999998,1,0,0.680981595,0.260488133,0,0.091463415,0.916666667,0.186970488,0.505312886,0.356129567,0,0.009561398,0.88921916,0.005796569,0.13,0.345323654,2,20,1
4369,2004-2005,0.217970069,0.106362619,0.389037433,748,0.219409785,0.673814201,0.130663363,0.122136352,0.140407302,0.155839375,27,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.116,0.033305768,2,40,0
4379,2004-2005,0.225748137,0.122009843,0.375504711,743,0.199866232,0.679892611,0.077001204,0.156042916,0.131196777,0.297100996,25.00000024,0,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00000024,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.13,0.043682914,2,39,0
4381,2004-2005,0.344931418,0.193007165,0.487581699,765,0.22011571,0.685281966,0.077476739,0.177992598,0.146140235,0.091660572,102,0,1,0,0,0,0,0,1,textfieldquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,0.597864769,0.192131294,0.378151261,0,0.578947368,0.186970488,0.37642746,0.262674671,0.060808049,0,0.440265231,0.005796569,0.212,0.065763861,2,41,0
4511,2004-2005,0.623601775,0.376420481,0.605122732,937,0.220746257,0.679938479,0.126517749,0.130666198,0.158175348,0.042585769,66.00000048,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66.00000048,66.00000048,0,0,0.355694228,0.414318461,0,0.091463415,0.833333333,0.186970488,0.156026644,0.5664406,0,0.009561398,0.778438321,0.005796569,0.271,0.54175551,4,49,0
4516,2004-2005,0.240120214,0.126214379,0.389635317,521,0.265646692,0.643330604,0.122891729,0.1068965,0.188819022,0.054321458,29,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.13,0.061190409,2,33,1
4516,2004-2005,0.240120214,0.126214379,0.389635317,521,0.265646692,0.643330604,0.122891729,0.1068965,0.188819022,0.054321458,29,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.13,0.061190409,2,33,1
4546,2004-2005,0.196124483,0.128192261,0.326565144,591,0.228289643,0.62930333,0.084521707,0.095463635,0.155884597,0.120659226,267.9999998,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.9999998,0,1,0,0.680981595,0.192131294,0,0,0.916666667,0.008521819,0.505312886,0.262674671,0,0,0.88921916,0.000264198,0.105,0.052851355,4,38,1
4551,2004-2005,0.128425661,0.087361615,0.388451444,381,0.255741393,0.644208171,0.155580951,0.227420443,0.201643437,0.076323936,22.00000024,0,1,1,1,4,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.00000024,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.031,0.022011226,2,11,0
4562,2004-2005,0.386930429,0.204970586,0.531847134,628,0.23223529,0.663295272,0.091387809,0.135174307,0.202188242,0.032639047,70,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,70,0,0,0.355694228,0.414318461,0,0.091463415,0.833333333,0.186970488,0.156026644,0.5664406,0,0.009561398,0.778438321,0.005796569,0.212,0.482958071,2,49,0
4594,2004-2005,0.106702276,0.062787776,0.263095238,840,0.240729734,0.641691141,0.087966077,0.151038065,0.170031931,0.221347979,155.0000002,0,1,1,1,1,0,0,1,radioquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0000002,0,1,0,0.680981595,0.192131294,0,0,0.916666667,0.008521819,0.505312886,0.262674671,0,0,0.88921916,0.000264198,0.13,0.043682914,4,15,0
4607,2004-2005,0.165085338,0.102716028,0.355682747,1223,0.215727751,0.658764529,0.092457064,0.191967814,0.123242644,0.197166496,16.99999952,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.99999952,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.081,0.057396488,2,30,1
4658,2004-2005,0.329335902,0.17666786,0.485454545,550,0.249047049,0.640486808,0.123795791,0.258833652,0.177946588,0.037492081,38,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.116,0.033305768,2,41,0
4693,2004-2005,0.193723804,0.121915526,0.349480969,578,0.260520524,0.647430069,0.098874582,0.10685031,0.15749018,0.143929882,104.0000005,0,1,0,0,0,0,0,1,interfaceradioquestion1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0000005,0,1,0,0.680981595,0.192131294,0.378151261,0,0.578947368,0.186970488,0.505312886,0.262674671,0.060808049,0,0.440265231,0.005796569,0.348,0.138588022,4,25,0
4703,2004-2005,0.219954085,0.130968209,0.401129944,354,0.242953869,0.634040908,0.113380229,0.163419647,0.214936558,0.172383604,19,0,1,1,1,1,0,0,1,noprobtype,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.234,0.11937599,2,33,1
